ID;basal_area;Number_of_stems;mean_stem_basal_area;Xrange;Yrange;RangeAvg;infected;CI_tree
140;0.088278754;3;0.029426251;1.084;0.154;0.619;1;1.191744165
266;0.145612819;4;0.036403205;1.705;1.736;1.7205;0;1.188459781
139;0.115924769;3;0.03864159;0.428;1.055;0.7415;0;1.185328625
2862;0.125663706;1;0.125663706;0;0;0;1;1.182625735
2128;0.090792028;1;0.090792028;0;0;0;0;1.182172268
346;0.165326313;3;0.055108771;1.569;1.103;1.336;0;1.181121969
284;0.061653756;2;0.030826878;0.224;0.614;0.419;0;1.174298471
319;0.118438043;2;0.059219022;0.242;0.457;0.3495;0;1.15693716
260;0.142314147;5;0.028462829;1.877;1.685;1.781;0;1.153532956
61;0.156215695;2;0.078107848;0.276;0.121;0.1985;1;1.152533089
18;0.151110607;2;0.075555304;0.37;0.804;0.587;0;1.152318985
301;0.187631621;3;0.062543874;1.077;0.792;0.9345;1;1.15134122
27;0.208051973;3;0.069350658;0.777;1.713;1.245;0;1.149277721
164;0.152131624;4;0.038032906;1.548;1.867;1.7075;0;1.141879963
303;0.119144901;3;0.039714967;0.491;0.437;0.464;0;1.141454356
217;0.133596228;3;0.044532076;0.2;0.095;0.1475;0;1.128852806
360;0.178756622;3;0.059585541;1.276;0.987;1.1315;1;1.125448826
3633;0.070685835;1;0.070685835;0;0;0;0;1.117894146
36;0.234912591;4;0.058728148;1.525;0.622;1.0735;0;1.11071766
354;0.214570778;3;0.071523593;0.646;1.356;1.001;0;1.104380194
127;0.20962277;3;0.069874257;1.196;0.483;0.8395;0;1.089838809
325;0.236719006;6;0.039453168;1.337;2.235;1.786;0;1.089286078
2505;0.125663706;1;0.125663706;0;0;0;0;1.085634681
12;0.1712168;2;0.0856084;0.449;0.094;0.2715;0;1.082890807
15;0.190537594;4;0.047634399;1.568;0.733;1.1505;0;1.07943668
250;0.149304191;2;0.074652096;0.285;0.534;0.4095;1;1.073790608
2126;0.049087385;1;0.049087385;0;0;0;0;1.07120091
240;0.164069676;3;0.054689892;1.448;0.994;1.221;0;1.069575011
342;0.167603968;4;0.041900992;2.044;1.42;1.732;0;1.067348067
45;0.091891585;2;0.045945793;0.053;0.998;0.5255;0;1.061083934
311;0.188574099;5;0.03771482;1.835;1.314;1.5745;0;1.058901338
175;0.210565248;4;0.052641312;0.998;1.091;1.0445;0;1.048907575
142;0.100688045;3;0.033562682;1.125;0.76;0.9425;0;1.044034546
350;0.209308611;2;0.104654306;0.463;0.235;0.349;0;1.040472425
46;0.192736709;5;0.038547342;1.051;1.593;1.322;0;1.029366234
129;0.214413699;4;0.053603425;1.755;1.573;1.664;1;1.027031022
245;0.177499985;3;0.059166662;1.488;0.931;1.2095;0;1.025692995
42;0.182212374;2;0.091106187;0.821;0.017;0.419;0;1.025415023
34;0.199648213;6;0.033274702;1.951;2.351;2.151;0;1.021436899
161;0.158964588;5;0.031792918;1.999;1.049;1.524;0;1.008300846
14;0.168153747;3;0.056051249;0.665;0.451;0.558;0;1.00369313
40;0.189516577;3;0.063172192;0.925;1.103;1.014;0;0.986595104
359;0.181584055;2;0.090792028;0.672;0.034;0.353;0;0.985000856
2724;0.053092916;1;0.053092916;0;0;0;1;0.979146264
105;0.215827415;4;0.053956854;1.163;2.472;1.8175;1;0.979034097
71;0.141842908;4;0.035460727;1.09;1.513;1.3015;0;0.973330011
222;0.182369454;4;0.045592364;1.487;0.595;1.041;0;0.97106506
2693;0.113411495;1;0.113411495;0;0;0;0;0.955670262
338;0.141371669;2;0.070685835;0.759;0.387;0.573;0;0.955422165
96;0.275360596;6;0.045893433;2.869;1.544;2.2065;1;0.949008867
19;0.156215695;3;0.052071898;0.447;1.162;0.8045;1;0.946614716
194;0.196349541;2;0.098174771;0.631;0.285;0.458;0;0.940047582
9;0.218419229;3;0.07280641;0.569;0.675;0.622;0;0.937983425
268;0.173180295;4;0.043295074;1.656;1.901;1.7785;0;0.921621076
104;0.182997772;2;0.091498886;0.066;1.319;0.6925;0;0.916000535
326;0.151110607;2;0.075555304;0.482;0.275;0.3785;0;0.90216748
324;0.294602851;5;0.05892057;0.884;2.238;1.561;1;0.897365524
343;0.177028746;3;0.059009582;1.183;1.05;1.1165;0;0.896058119
49;0.141999988;2;0.070999994;0.332;0.241;0.2865;1;0.893405041
25;0.198313036;3;0.066104345;0.919;0.2;0.5595;0;0.891428796
196;0.225566353;3;0.075188784;0.915;0.716;0.8155;1;0.890069897
11;0.219047548;3;0.073015849;0.42;1.302;0.861;0;0.889977822
211;0.190851754;4;0.047712939;0.586;1.934;1.26;0;0.882605203
283;0.093383842;3;0.031127947;1.044;1.144;1.094;0;0.875152788
92;0.173180295;3;0.057726765;0.726;0.967;0.8465;0;0.872463168
101;0.225959052;4;0.056489763;0.531;1.028;0.7795;0;0.863789488
146;0.214413699;5;0.04288274;1.432;1.103;1.2675;0;0.86093018
197;0.237975644;5;0.047595129;2.243;2.207;2.225;0;0.859563458
375;0.215356176;4;0.053839044;1.202;1.914;1.558;0;0.855039829
145;0.123543131;2;0.061771566;0.081;0.677;0.379;0;0.854739639
348;0.161006623;2;0.080503312;0.277;1.042;0.6595;1;0.843461137
4200;0.204596222;4;0.051149056;1.411;1.182;1.2965;0;0.831769522
26;0.262244447;4;0.065561112;2.018;0.829;1.4235;1;0.824574813
106;0.234127193;4;0.058531798;1.431;2.574;2.0025;1;0.820588866
83;0.15817919;3;0.052726397;0.804;0.608;0.706;0;0.818179026
183;0.193836267;3;0.064612089;1.213;0.865;1.039;1;0.816798489
321;0.141764368;3;0.047254789;0.452;0.782;0.617;0;0.816657063
22;0.121422556;5;0.024284511;1.53;1.57;1.55;0;0.814584653
308;0.226901529;4;0.056725382;1.548;2.225;1.8865;0;0.810898989
224;0.287063029;6;0.047843838;2.295;2.223;2.259;0;0.802152744
59;0.185746666;6;0.030957778;1.1;2.001;1.5505;0;0.799053226
376;0.234284272;5;0.046856854;1.996;1.537;1.7665;0;0.797858171
297;0.20082631;4;0.050206578;0.391;1.474;0.9325;0;0.796015713
2001;0.080424772;1;0.080424772;0;0;0;0;0.789096315
247;0.165169234;4;0.041292309;0.798;1.816;1.307;1;0.788480614
385;0.13705198;2;0.06852599;0.421;0.578;0.4995;1;0.777196018
388;0.233655954;5;0.046731191;1.405;1.47;1.4375;0;0.777188494
95;0.26075219;6;0.043458698;1.649;1.444;1.5465;1;0.776212677
239;0.276931392;6;0.046155232;0.994;2.02;1.507;0;0.774914058
235;0.191322993;4;0.047830748;1.406;1.486;1.446;1;0.770805262
66;0.17946348;8;0.022432935;4.289;4.988;4.6385;0;0.763214973
270;0.189516577;3;0.063172192;0.528;0.492;0.51;0;0.762132727
60;0.139800873;7;0.019971553;1.642;1.977;1.8095;0;0.755805367
199;0.266878296;5;0.053375659;1.478;1.723;1.6005;1;0.744838589
254;0.252034271;4;0.063008568;2.309;1.266;1.7875;1;0.73416341
382;0.160849544;2;0.080424772;0.514;0.568;0.541;0;0.732265028
3586;0.113411495;1;0.113411495;0;0;0;1;0.729609017
2136;0.090792028;1;0.090792028;0;0;0;0;0.728990001
227;0.215042017;2;0.107521009;0.046;0.651;0.3485;0;0.724343481
306;0.189830736;3;0.063276912;2.385;0.688;1.5365;0;0.714901067
53;0.093698001;3;0.031232667;0.366;0.332;0.349;0;0.709171158
365;0.220932503;6;0.036822084;1.837;1.981;1.909;0;0.701569421
3620;0.101787602;1;0.101787602;0;0;0;0;0.700806316
280;0.255411483;4;0.063852871;1.826;0.704;1.265;1;0.69510451
255;0.274967897;6;0.045827983;2.314;1.769;2.0415;0;0.686796121
2146;0.132025431;1;0.132025431;0;0;0;0;0.685541017
70;0.184254409;6;0.030709068;1.378;1.667;1.5225;1;0.683399745
64;0.280151525;5;0.056030305;1.055;1.23;1.1425;0;0.681611637
238;0.320128291;5;0.064025658;1.936;1.806;1.871;0;0.681306734
275;0.254783164;3;0.084927721;1.125;0.689;0.907;1;0.676146071
358;0.246300864;4;0.061575216;0.799;1.764;1.2815;0;0.671444917
182;0.211664805;5;0.042332961;1.938;1.215;1.5765;0;0.668792531
299;0.254076306;5;0.050815261;1.535;1.851;1.693;0;0.668516628
327;0.283999976;5;0.056799995;0.859;1.529;1.194;0;0.668464607
234;0.257767677;8;0.03222096;1.721;2.167;1.944;0;0.661244971
206;0.237740024;3;0.079246675;0.645;0.758;0.7015;0;0.656283942
2134;0.113411495;1;0.113411495;0;0;0;0;0.65321839
377;0.271512145;5;0.054302429;0.719;1.311;1.015;1;0.651484342
215;0.268370552;4;0.067092638;1.379;0.953;1.166;0;0.650878692
188;0.257296438;5;0.051459288;1.089;2.256;1.6725;1;0.647360591
3626;0.070685835;1;0.070685835;0;0;0;0;0.646623043
3398;0.180955737;1;0.180955737;0;0;0;0;0.646260014
259;0.234362812;4;0.058590703;1.288;1.041;1.1645;1;0.642890788
69;0.242138254;4;0.060534564;1.004;1.406;1.205;1;0.642884769
318;0.155901535;2;0.077950768;0.74;0.371;0.5555;0;0.641805653
243;0.256196881;5;0.051239376;1.576;0.868;1.222;0;0.635427763
51;0.203496664;7;0.029070952;1.707;1.613;1.66;0;0.627051929
209;0.22674445;5;0.04534889;2.214;1.046;1.63;0;0.622198404
231;0.127234502;2;0.063617251;0.102;0.404;0.253;0;0.614824581
307;0.227529848;4;0.056882462;1.051;2.167;1.609;0;0.596313479
237;0.32075661;5;0.064151322;0.898;1.539;1.2185;0;0.593407339
249;0.204596222;4;0.051149056;1.191;0.73;0.9605;0;0.589917575
357;0.279994445;4;0.069998611;1.434;1.649;1.5415;0;0.580534695
295;0.199019895;4;0.049754974;1.373;0.584;0.9785;0;0.572775786
345;0.249520997;4;0.062380249;1.256;2.087;1.6715;1;0.565468123
32;0.203653744;6;0.033942291;1.701;1.016;1.3585;0;0.558190655
13;0.24370905;4;0.060927263;2.461;1.958;2.2095;0;0.557705764
285;0.123778751;2;0.061889376;0.334;0.102;0.218;1;0.557184398
232;0.310310814;4;0.077577704;0.977;1.027;1.002;0;0.551088867
218;0.283764356;2;0.141882178;0.606;0.735;0.6705;1;0.525625726
62;0.339449086;7;0.048492727;1.948;2.037;1.9925;1;0.525026513
190;0.177578525;3;0.059192842;0.818;1.174;0.996;1;0.523422502
253;0.330809706;7;0.047258529;2.031;1.527;1.779;0;0.517213149
2;0.142392687;4;0.035598172;0.679;0.986;0.8325;0;0.514052961
251;0.182919232;3;0.060973077;1.991;0.574;1.2825;1;0.511117529
370;0.117574105;3;0.039191368;0.216;0.272;0.244;0;0.508314566
384;0.297901523;4;0.074475381;1.75;1.714;1.732;0;0.505147319
226;0.372357269;3;0.12411909;2.222;0.927;1.5745;1;0.49147376
221;0.252741129;2;0.126370565;0.9;0.018;0.459;1;0.491379847
229;0.208680292;3;0.069560097;0.357;1.086;0.7215;1;0.487463353
7;0.373456827;5;0.074691365;2.308;1.39;1.849;0;0.475926621
367;0.319499973;5;0.063899995;1.199;2.359;1.779;0;0.472602973
317;0.217790911;3;0.07259697;1.962;1.044;1.503;0;0.471434579
189;0.319499973;6;0.053249996;1.113;2.022;1.5675;0;0.464576776
291;0.288084046;7;0.041154864;2.142;1.791;1.9665;0;0.459602068
271;0.287298648;5;0.05745973;1.309;2.318;1.8135;1;0.4536635
339;0.230435821;4;0.057608955;0.934;1.299;1.1165;0;0.450017503
349;0.286827409;6;0.047804568;2.575;2.333;2.454;0;0.449927431
314;0.310467894;6;0.051744649;2.003;2.155;2.079;0;0.440585848
3;0.227844007;4;0.056961002;0.682;2.253;1.4675;0;0.439058371
352;0.405501072;5;0.081100214;2.888;1.247;2.0675;1;0.438811683
195;0.260438031;6;0.043406339;2.493;1.515;2.004;1;0.438712608
334;0.156372774;4;0.039093194;1.287;0.858;1.0725;0;0.438700297
30;0.248264359;2;0.12413218;0.825;0.322;0.5735;0;0.426905092
73;0.150560828;3;0.050186943;0.851;0.69;0.7705;0;0.418804798
4;0.317222318;4;0.07930558;1.072;1.111;1.0915;0;0.412054073
5;0.254154846;3;0.084718282;0.627;0.376;0.5015;0;0.411975316
48;0.276224534;8;0.034528067;3.493;2.154;2.8235;0;0.411219756
103;0.301435815;6;0.050239303;1.302;1.597;1.4495;0;0.406208179
315;0.331202406;8;0.041400301;2.1;1.999;2.0495;0;0.396117488
320;0.212528743;4;0.053132186;1.001;1.374;1.1875;1;0.393763433
147;0.292560816;6;0.048760136;3.268;1.608;2.438;0;0.391633238
302;0.297194665;5;0.059438933;1.687;1.793;1.74;0;0.383071976
361;0.205774319;4;0.05144358;1.41;0.878;1.144;0;0.364604271
333;0.315887141;6;0.052647857;2.33;1.181;1.7555;1;0.361220193
364;0.296095108;8;0.037011889;2.589;1.603;2.096;0;0.356762772
1;0.187317462;2;0.093658731;0.262;1.204;0.733;0;0.34341949
368;0.366702402;8;0.0458378;4.116;2.608;3.362;0;0.340221824
286;0.220618344;4;0.055154586;2.183;1.648;1.9155;1;0.337070253
294;0.164069676;3;0.054689892;1.895;1.14;1.5175;1;0.32275389
191;0.3590055;3;0.1196685;0.689;0.947;0.818;1;0.319215033
47;0.269784269;4;0.067446067;1.731;2.062;1.8965;0;0.313558661
322;0.388615011;7;0.05551643;2.045;2.668;2.3565;0;0.311330047
233;0.47061058;7;0.067230083;1.87;2.159;2.0145;0;0.310305655
289;0.402987798;6;0.067164633;1.567;1.729;1.648;1;0.29699701
57;0.198155957;5;0.039631191;1.859;1.144;1.5015;0;0.286836721
56;0.341019883;8;0.042627485;1.114;2.007;1.5605;0;0.280926239
282;0.430398194;6;0.071733032;1.203;2.675;1.939;1;0.254773958
366;0.38932187;5;0.077864374;1.548;1.216;1.382;0;0.212261599
52;0.176321888;2;0.088160944;0.443;0.209;0.326;0;0.200126685
248;0.310153735;6;0.051692289;2.369;2.404;2.3865;1;0.175708168
316;0.272454623;2;0.136227312;0.377;1.193;0.785;1;0.155187241
200;0.656200166;7;0.093742881;2.319;3.173;2.746;0;0.104593694
