Species	Locality	Code	PLD	Size_of_settlement	Pre-settlement_growth	Hatching_day_date	Hatching_day_numeric	ChlA	SST	T_loc	Season
Oblada_melanura	AMETLLA	ALI12	14	68	4.9	07/06/2015	162	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI14	15	83	5.5	07/06/2015	162	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI16	13	75.7	5.8	07/06/2015	162	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI04	15	79.2	5.3	09/06/2015	164	0.308	23	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI06	15	76.6	5.1	12/06/2015	167	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI18	14	73	5.2	12/06/2015	167	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI19	14	72.7	5.2	12/06/2015	167	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI24	15	75.9	5.1	13/06/2015	168	0.308	22.9	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI03	16	72	4.5	14/06/2015	169	0.308	23	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI26	15	75.9	5.1	14/06/2015	169	0.308	23	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI28	13	72.2	5.6	14/06/2015	169	0.308	22.8	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI17	14	76.9	5.5	15/06/2015	170	0.308	23.3	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI21	13	70	5.4	15/06/2015	170	0.308	23	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI25	15	80.7	5.4	15/06/2015	170	0.308	23.3	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI23	14	71.9	5.1	16/06/2015	171	0.308	23.4	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI15	14	78.7	5.6	17/06/2015	172	0.307	23.7	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI32	14	81.3	5.8	17/06/2015	172	0.307	23.7	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI05	12	63.9	5.3	18/06/2015	173	0.308	23.5	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI22	14	71.7	5.1	18/06/2015	173	0.306	23.9	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI02	12	65.3	5.4	19/06/2015	174	0.308	23.4	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI29	14	85.4	6.1	19/06/2015	174	0.304	24.1	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI08	14	70.8	5.1	20/06/2015	175	0.303	24.4	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI07	12	63.1	5.3	21/06/2015	176	0.304	24.2	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI09	13	70.9	5.5	21/06/2015	176	0.303	24.5	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI10	13	83.5	6.4	22/06/2015	177	0.301	24.7	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI27	12	65.7	5.5	22/06/2015	177	0.302	24.6	18.7	Spring/Summer
Oblada_melanura	AMETLLA	ALI30	12	64.7	5.4	24/06/2015	179	0.299	25.1	18.7	Spring/Summer
Oblada_melanura	BLANES	BLA29	18	88	4.9	05/06/2015	160	0.231	20.8	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA11	15	71.8	4.8	06/06/2015	161	0.231	20.9	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA01	19	97.8	5.1	07/06/2015	162	0.231	21.1	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA30	20	101.1	5.1	07/06/2015	162	0.231	21.1	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA06	15	70	4.7	09/06/2015	164	0.231	21.2	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA15	16	73.6	4.6	09/06/2015	164	0.231	21.2	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA23	15	74	4.9	09/06/2015	164	0.231	21.2	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA31	19	83.8	4.4	09/06/2015	164	0.231	21.3	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA10	16	76.8	4.8	11/06/2015	166	0.231	21.3	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA20	19	102.8	5.4	11/06/2015	166	0.231	21.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA08	17	83.2	4.9	13/06/2015	168	0.231	21.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA22	17	87.3	5.1	13/06/2015	168	0.231	21.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA03	14	86.5	6.2	17/06/2015	172	0.226	21.7	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA12	13	66	5.1	18/06/2015	173	0.226	21.7	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA13	14	77.9	5.6	19/06/2015	174	0.217	22.1	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA02	14	82.4	5.9	20/06/2015	175	0.212	22.3	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA07	13	73	5.6	20/06/2015	175	0.216	22.4	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA26	14	74	5.3	20/06/2015	175	0.212	22.3	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA27	13	71.6	5.5	20/06/2015	175	0.216	22.2	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA28	14	71	5.1	20/06/2015	175	0.212	21.9	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA14	12	68.6	5.7	21/06/2015	176	0.214	22.3	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA17	14	66.9	4.8	21/06/2015	176	0.207	22.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA18	13	64.5	5	21/06/2015	176	0.211	22.4	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA21	17	99.2	5.8	21/06/2015	176	0.199	22.6	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA24	17	105	6.2	21/06/2015	176	0.199	22.6	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA25	14	80.5	5.8	21/06/2015	176	0.207	22.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA32	14	73.8	5.3	21/06/2015	176	0.207	22.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA04	16	95.3	6	22/06/2015	177	0.197	22.8	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA05	16	80	5	22/06/2015	177	0.197	22.8	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA09	12	78.5	6.5	22/06/2015	177	0.209	22.5	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA16	13	67.6	5.2	22/06/2015	177	0.253	22.6	18.1	Spring/Summer
Oblada_melanura	BLANES	BLA19	13	87.5	6.7	22/06/2015	177	0.205	22.6	18.1	Spring/Summer
Oblada_melanura	CABO_PALOS	CP04	14	68.3	4.9	24/05/2015	148	0.342	21.4	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP08	15	82.4	5.5	25/05/2015	149	0.332	21.6	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP21	15	82.8	5.5	28/05/2015	152	0.312	22.1	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP23	14	70.3	5	30/05/2015	154	0.299	22.2	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP03	14	79.6	5.7	31/05/2015	155	0.292	22.3	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP14	14	77	5.5	31/05/2015	155	0.292	22.3	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP20	15	86.9	5.8	31/05/2015	155	0.292	22.4	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP25	17	84.8	5	31/05/2015	155	0.291	22.4	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP10	15	80	5.3	01/06/2015	156	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP11	15	87.6	5.8	01/06/2015	156	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP24	16	83.1	5.2	01/06/2015	156	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP29	14	79.6	5.7	01/06/2015	156	0.285	22.4	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP01	15	94.6	6.3	02/06/2015	157	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP06	15	76.7	5.1	02/06/2015	157	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP15	14	74	5.3	02/06/2015	157	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP18	15	89.8	6	02/06/2015	157	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP22	16	88.8	5.6	02/06/2015	157	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP05	14	84.2	6	03/06/2015	158	0.285	22.6	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP28	15	83.7	5.6	03/06/2015	158	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP32	15	93	6.2	03/06/2015	158	0.285	22.5	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP12	13	65.3	5	04/06/2015	159	0.285	22.6	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP26	16	78.9	4.9	04/06/2015	159	0.285	22.7	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP19	15	71.6	4.8	05/06/2015	160	0.285	22.7	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP09	16	85.6	5.4	06/06/2015	161	0.285	22.9	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP17	15	76.3	5.1	07/06/2015	162	0.285	23	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP27	15	78.1	5.2	08/06/2015	163	0.285	23.1	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP30	15	74.6	5	08/06/2015	163	0.285	23.1	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP16	13	68.2	5.2	09/06/2015	164	0.285	23.2	19.88	Spring/Summer
Oblada_melanura	CABO_PALOS	CP02	15	99.6	6.6	10/06/2015	165	0.285	23.3	19.88	Spring/Summer
Oblada_melanura	COLERA	PS13	15	72.8	4.9	17/06/2015	172	0.28	21.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS37	16	85.2	5.3	19/06/2015	174	0.261	21.9	17.1	Spring/Summer
Oblada_melanura	COLERA	PS17	16	85.9	5.4	21/06/2015	176	0.247	22.1	17.1	Spring/Summer
Oblada_melanura	COLERA	PS14	17	85	5	22/06/2015	177	0.237	22.3	17.1	Spring/Summer
Oblada_melanura	COLERA	PS36	15	75	5	25/06/2015	180	0.223	22.6	17.1	Spring/Summer
Oblada_melanura	COLERA	PS06	13	69.1	5.3	26/06/2015	181	0.221	22.7	17.1	Spring/Summer
Oblada_melanura	COLERA	PS26	15	80.7	5.4	26/06/2015	181	0.216	23.9	17.1	Spring/Summer
Oblada_melanura	COLERA	PS35	17	101	5.9	26/06/2015	181	0.212	22.8	17.1	Spring/Summer
Oblada_melanura	COLERA	PS04	13	69.2	5.3	27/06/2015	182	0.213	22.8	17.1	Spring/Summer
Oblada_melanura	COLERA	PS07	14	71.7	5.1	27/06/2015	182	0.21	22.9	17.1	Spring/Summer
Oblada_melanura	COLERA	PS30	15	83.7	5.6	27/06/2015	182	0.208	22.9	17.1	Spring/Summer
Oblada_melanura	COLERA	PS18	14	77.8	5.6	29/06/2015	184	0.195	23.1	17.1	Spring/Summer
Oblada_melanura	COLERA	PS27	15	70.9	4.7	30/06/2015	185	0.188	23.1	17.1	Spring/Summer
Oblada_melanura	COLERA	PS05	16	84.4	5.3	02/07/2015	187	0.18	23.3	17.1	Spring/Summer
Oblada_melanura	COLERA	PS08	14	72.2	5.2	02/07/2015	187	0.18	23.6	17.1	Spring/Summer
Oblada_melanura	COLERA	PS10	13	67.9	5.2	02/07/2015	187	0.18	23.2	17.1	Spring/Summer
Oblada_melanura	COLERA	PS02	13	78.5	6	03/07/2015	188	0.18	23.3	17.1	Spring/Summer
Oblada_melanura	COLERA	PS38	13	65.2	5	03/07/2015	188	0.18	23.3	17.1	Spring/Summer
Oblada_melanura	COLERA	PS09	16	72.3	4.5	04/07/2015	189	0.18	23.6	17.1	Spring/Summer
Oblada_melanura	COLERA	PS22	16	82.3	5.1	04/07/2015	189	0.18	23.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS24	15	78.5	5.2	04/07/2015	189	0.18	23.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS32	15	86.1	5.7	04/07/2015	189	0.18	23.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS40	14	70.5	5	04/07/2015	189	0.18	23.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS19	13	71.7	5.5	05/07/2015	190	0.18	23.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS20	15	77.2	5.1	05/07/2015	190	0.18	23.6	17.1	Spring/Summer
Oblada_melanura	COLERA	PS34	13	64.7	5	05/07/2015	190	0.18	23.5	17.1	Spring/Summer
Oblada_melanura	COLERA	PS23	15	80.8	5.4	06/07/2015	191	0.18	23.7	17.1	Spring/Summer
Oblada_melanura	COLERA	PS39	14	76	5.4	06/07/2015	191	0.18	23.7	17.1	Spring/Summer
Oblada_melanura	COLERA	PS16	15	80.4	5.4	08/07/2015	193	0.18	24	17.1	Spring/Summer
Oblada_melanura	COLERA	PS21	14	77.5	5.5	08/07/2015	193	0.18	23.9	17.1	Spring/Summer
Oblada_melanura	COLERA	PS29	13	71.9	5.5	08/07/2015	193	0.18	23.8	17.1	Spring/Summer
Oblada_melanura	COLERA	PS33	13	74.7	5.7	09/07/2015	194	0.18	24	17.1	Spring/Summer
Oblada_melanura	HERRADURA	LH31	17	79.2	4.7	04/06/2015	159	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH08	18	88.1	4.9	05/06/2015	160	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH12	18	93	5.2	05/06/2015	160	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH18	19	82.2	4.3	05/06/2015	160	0.376	20.9	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH01	17	87.5	5.1	07/06/2015	162	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH14	16	72	4.5	07/06/2015	162	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH23	17	78.8	4.6	07/06/2015	162	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH24	17	72.8	4.3	07/06/2015	162	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH30	18	98.7	5.5	07/06/2015	162	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH06	17	81.8	4.8	08/06/2015	163	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH07	16	71.5	4.5	08/06/2015	163	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH13	17	80.9	4.8	08/06/2015	163	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH15	17	68.6	4	08/06/2015	163	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH16	16	76.4	4.8	08/06/2015	163	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH19	15	70	4.7	08/06/2015	163	0.376	20.6	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH26	16	65.6	4.1	08/06/2015	163	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH03	15	67.4	4.5	09/06/2015	164	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH04	19	76.5	4	09/06/2015	164	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH11	15	71.2	4.7	09/06/2015	164	0.376	20.6	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH27	18	80.2	4.5	09/06/2015	164	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH02	13	61.6	4.7	10/06/2015	165	0.376	20.5	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH05	17	74.9	4.4	10/06/2015	165	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH10	15	60.8	4.1	10/06/2015	165	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH17	19	92.6	4.9	10/06/2015	165	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH21	16	72.3	4.5	10/06/2015	165	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH22	16	67	4.2	10/06/2015	165	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH28	16	61.8	3.9	10/06/2015	165	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH29	15	77.6	5.2	10/06/2015	165	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH25	13	63.5	4.9	11/06/2015	166	0.376	20.5	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH20	17	76.3	4.5	12/06/2015	167	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH32	16	62.3	3.9	12/06/2015	167	0.376	20.7	19.56	Spring/Summer
Oblada_melanura	HERRADURA	LH09	16	74.1	4.6	13/06/2015	168	0.376	20.8	19.56	Spring/Summer
Oblada_melanura	XABIA	XAB02	16	91.9	5.7	27/05/2015	151	0.179	21.8	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB06	16	72.5	4.5	29/05/2015	153	0.17	22.2	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB07	12	71.7	6	31/05/2015	155	0.163	22.3	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB21	14	88.8	6.3	31/05/2015	155	0.163	22.4	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB23	15	76.9	5.1	02/06/2015	157	0.158	22.8	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB11	15	79.9	5.3	03/06/2015	158	0.158	22.9	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB27	16	87	5.4	03/06/2015	158	0.158	22.9	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB30	14	69.7	5	03/06/2015	158	0.158	22.9	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB01	12	69	5.8	04/06/2015	159	0.158	23	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB03	12	67.1	5.6	04/06/2015	159	0.158	23	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB14	15	70	4.7	04/06/2015	159	0.158	23	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB10	14	71.9	5.1	05/06/2015	160	0.158	23.1	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB17	13	68.2	5.2	05/06/2015	160	0.158	23	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB20	14	65.2	4.7	05/06/2015	160	0.158	23.1	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB15	15	75	5	06/06/2015	161	0.158	23.3	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB09	15	77.3	5.2	07/06/2015	162	0.158	23.4	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB16	15	78.3	5.2	07/06/2015	162	0.158	23.4	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB26	13	68.4	5.3	07/06/2015	162	0.158	23.3	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB04	13	84.5	6.5	08/06/2015	163	0.158	23.5	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB08	14	79.1	5.7	08/06/2015	163	0.158	23.5	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB25	16	73.8	4.6	08/06/2015	163	0.158	23.6	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB31	14	71.2	5.1	08/06/2015	163	0.158	23.5	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB28	13	60.6	4.7	09/06/2015	164	0.158	23.6	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB29	14	81.6	5.8	09/06/2015	164	0.158	23.6	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB12	15	75.3	5	10/06/2015	165	0.158	23.7	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB05	14	67.6	4.8	11/06/2015	166	0.158	23.6	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB22	13	67.5	5.2	11/06/2015	166	0.158	23.7	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB18	15	69.6	4.6	12/06/2015	167	0.158	23.8	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB19	15	75.3	5	13/06/2015	168	0.158	23.9	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB24	13	72.2	5.6	13/06/2015	168	0.158	23.8	19.55	Spring/Summer
Oblada_melanura	XABIA	XAB32	14	71.5	5.1	13/06/2015	168	0.158	23.8	19.55	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM20	17	66.77	3.93	06/10/2017	279	0.192	22.7	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM09	18	75.48	4.19	09/10/2017	282	0.192	22.4	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM07	19	73.03	3.84	12/10/2017	285	0.192	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM10	17	63.62	3.74	12/10/2017	285	0.192	22.1	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM08	18	64.3	3.57	13/10/2017	286	0.192	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM17	19	68.3	3.59	13/10/2017	286	0.195	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM19	19	73.51	3.87	14/10/2017	287	0.197	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM15	21	71.88	3.42	15/10/2017	288	0.203	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM04	19	65.62	3.45	16/10/2017	289	0.202	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM18	19	63.65	3.35	16/10/2017	289	0.202	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM03	17	59.14	3.48	17/10/2017	290	0.2	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM05	17	65.98	3.88	17/10/2017	290	0.2	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM06	19	81.43	4.29	17/10/2017	290	0.205	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM11	18	57.5	3.19	17/10/2017	290	0.203	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM02	18	66.42	3.69	18/10/2017	291	0.205	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM01	18	62.71	3.48	19/10/2017	292	0.208	21.9	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM13	16	61.67	3.85	20/10/2017	293	0.207	22	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM16	19	76.61	4.03	20/10/2017	293	0.212	21.8	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM12	18	70.4	3.91	22/10/2017	295	0.215	21.7	19.84	Spring/Summer
Sarpa_salpa	AGUAMARGA	AGM14	19	75.82	3.99	22/10/2017	295	0.217	21.6	19.84	Spring/Summer
Sarpa_salpa	COLERA	AGBL03	18	54.42	3.02	02/10/2017	275	0.234	21.8	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL09	18	56.4	3.13	02/10/2017	275	0.234	21.8	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL01	20	57.59	2.88	07/10/2017	280	0.234	20.1	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL02	21	83.28	3.97	07/10/2017	280	0.234	20	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL11	20	62.93	3.15	09/10/2017	282	0.234	19.2	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL04	18	61.53	3.42	12/10/2017	285	0.234	18.7	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL05	19	69.71	3.67	12/10/2017	285	0.234	18.9	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL06	17	62.97	3.7	15/10/2017	288	0.245	19.1	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL10	18	59.49	3.31	15/10/2017	288	0.256	19.2	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL07	18	64.56	3.59	19/10/2017	292	0.298	19.3	17.87	Spring/Summer
Sarpa_salpa	COLERA	AGBL08	17	60.55	3.56	20/10/2017	293	0.302	19.3	17.87	Spring/Summer
Sarpa_salpa	BLANES	BLA08	18	63.43	3.52	30/09/2017	273	0.163	22.8	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA10	16	59.25	3.7	04/10/2017	277	0.164	22.7	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA18	19	62.49	3.29	06/10/2017	279	0.164	22.6	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA19	21	84.07	4	08/10/2017	281	0.164	22.5	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA02	21	65.69	3.13	09/10/2017	282	0.164	22.5	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA04	20	63.59	3.18	10/10/2017	283	0.164	22.5	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA05	18	64.46	3.58	10/10/2017	283	0.164	22.5	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA07	18	64.72	3.6	11/10/2017	284	0.164	22.5	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA03	20	63.87	3.19	12/10/2017	285	0.17	22.3	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA09	21	88.79	4.23	12/10/2017	285	0.175	22.3	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA17	20	82.04	4.1	13/10/2017	286	0.175	22.3	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA06	14	54.78	3.91	14/10/2017	287	0.164	22.5	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA14	19	63.74	3.35	14/10/2017	287	0.176	22.3	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA15	16	61.97	3.87	15/10/2017	288	0.164	22.4	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA16	18	71.86	3.99	16/10/2017	289	0.182	22.3	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA13	18	62.18	3.45	19/10/2017	292	0.2	22.1	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA01	18	60.7	3.37	20/10/2017	293	0.206	22	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA11	19	60.22	3.17	21/10/2017	294	0.216	21.8	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA12	21	64.04	3.05	23/10/2017	296	0.231	21.4	18.66	Spring/Summer
Sarpa_salpa	BLANES	BLA20	19	74.23	3.91	27/10/2017	300	0.25	20.9	18.66	Spring/Summer
Sarpa_salpa	COLERA	EST09	17	58.47	3.44	30/09/2017	273	0.231	22.1	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST18	21	66.4	3.2	01/10/2017	274	0.234	21.4	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST20	20	65	3.3	01/10/2017	274	0.234	21.6	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST08	18	58.72	3.26	02/10/2017	275	0.234	21.8	17.6	Spring/Summer
