Species	Locality	Code	PLD	Size_of_settlement	Pre-settlement_growth	Hatching_day_date	Hatching_day_numeric	ChlA	SST	T_loc	Season
Sarpa_salpa	COLERA	EST17	20	62.4	3.1	02/10/2017	275	0.234	21.4	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST07	19	66.64	3.51	03/10/2017	276	0.234	21.5	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST16	20	65.8	3.3	04/10/2017	277	0.234	20.8	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST19	22	79.1	3.6	06/10/2017	279	0.234	20	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST10	19	85.4	4.5	07/10/2017	280	0.234	20.2	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST04	16	46.87	2.93	08/10/2017	281	0.234	20.7	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST05	17	55.51	3.27	08/10/2017	281	0.234	20.5	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST15	21	69.7	3.3	09/10/2017	282	0.234	19.2	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST06	23	84.23	3.66	10/10/2017	283	0.251	19.6	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST14	19	65.8	3.5	10/10/2017	283	0.234	19.2	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST13	20	62.6	3.1	11/10/2017	284	0.234	19.1	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST03	18	52.57	2.92	15/10/2017	288	0.256	19.2	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST12	18	67.5	3.7	17/10/2017	290	0.277	19.4	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST02	24	79.9	3.33	19/10/2017	292	0.332	19.2	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST01	19	65.82	3.46	20/10/2017	293	0.316	19.3	17.6	Spring/Summer
Sarpa_salpa	COLERA	EST11	18	65.7	3.6	21/10/2017	294	0.32	19.3	17.6	Spring/Summer
Sarpa_salpa	HERRADURA	LH14	18	54	3	09/10/2017	282	0.294	22	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH06	20	75.9	3.8	10/10/2017	283	0.294	21.9	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH08	17	67.8	4	10/10/2017	283	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH18	18	65.9	3.7	10/10/2017	283	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH01	17	67.1	3.9	12/10/2017	285	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH09	18	64.3	3.6	12/10/2017	285	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH15	18	68.3	3.8	12/10/2017	285	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH17	17	54.3	3.2	12/10/2017	285	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH20	17	58.7	3.5	12/10/2017	285	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH02	18	68.8	3.8	13/10/2017	286	0.294	21.7	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH04	17	65.1	3.8	14/10/2017	287	0.294	21.7	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH07	18	70.5	3.9	14/10/2017	287	0.3	21.6	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH10	17	72.9	4.3	14/10/2017	287	0.294	21.7	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH19	16	64.4	4	14/10/2017	287	0.294	21.8	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH03	21	79.6	3.8	15/10/2017	288	0.319	21.2	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH12	19	62.1	3.3	15/10/2017	288	0.311	21.4	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH05	17	51.7	3	16/10/2017	289	0.306	21.4	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH11	16	57.7	3.6	16/10/2017	289	0.301	21.6	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH16	17	67.4	4	16/10/2017	289	0.306	21.4	19.73	Spring/Summer
Sarpa_salpa	HERRADURA	LH13	20	69.3	3.5	17/10/2017	290	0.325	21.2	19.73	Spring/Summer
Sarpa_salpa	XABIA	XAB08	18	66.4	3.7	07/10/2017	280	0.187	22.9	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB10	21	86	4.1	07/10/2017	280	0.187	22.8	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB19	17	69	4.1	10/10/2017	283	0.187	22.7	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB15	17	61.5	3.6	13/10/2017	286	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB16	18	70.4	3.9	13/10/2017	286	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB02	21	79.3	3.8	14/10/2017	287	0.195	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB06	20	68.5	3.4	14/10/2017	287	0.193	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB09	16	63.6	4	14/10/2017	287	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB12	17	67.5	4	14/10/2017	287	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB13	17	66.3	3.9	14/10/2017	287	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB18	19	68.9	3.6	14/10/2017	287	0.191	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB14	15	63.1	4.2	15/10/2017	288	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB17	18	68	3.8	15/10/2017	288	0.192	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB20	16	63.5	4	15/10/2017	288	0.187	22.4	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB04	19	73.5	3.9	16/10/2017	289	0.196	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB05	12	76.6	6.4	16/10/2017	289	0.187	22.5	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB07	17	64.2	3.8	16/10/2017	289	0.192	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB11	17	63.4	3.7	16/10/2017	289	0.192	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB01	15	55.9	3.7	18/10/2017	291	0.192	22.3	19.5	Spring/Summer
Sarpa_salpa	XABIA	XAB03	16	68.1	4.3	18/10/2017	291	0.195	22.3	19.5	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC12	11	46.2	4.2	25/05/2014	148	0.187	19	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC23	10	41.1	4.1	30/05/2014	153	0.169	18.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC22	9	41.1	4.6	09/06/2014	163	0.16	21.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC32	9	NA	NA	13/06/2014	167	0.16	21.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC11	11	45.3	4.1	14/06/2014	168	0.16	22.4	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC14	11	46.9	4.3	14/06/2014	168	0.16	22.4	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC31	9	38.3	4.3	16/06/2014	170	0.16	22.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC07	10	43.4	4.3	18/06/2014	172	0.16	22.2	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC37	8	41.5	5.2	19/06/2014	173	0.16	22.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC03	10	42	4.2	20/06/2014	174	0.16	22.2	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC13	9	40.1	4.5	20/06/2014	174	0.16	22.2	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC21	9	55.1	6.1	22/06/2014	176	0.16	22	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC25	9	NA	NA	22/06/2014	176	0.16	22	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC19	14	55.8	4	24/06/2014	178	0.158	21.6	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC34	10	46	4.6	24/06/2014	178	0.159	21	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC15	10	44.7	4.5	25/06/2014	179	0.158	21.7	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC17	9	NA	NA	26/06/2014	180	0.158	21.8	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC27	10	42.7	4.3	26/06/2014	180	0.158	21	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC08	9	39.2	4.4	28/06/2014	182	0.157	21.6	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC33	9	48	5.3	04/07/2014	188	0.156	21	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC04	8	45.1	5.6	07/07/2014	191	0.156	23.1	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC35	10	45.1	4.5	09/07/2014	193	0.156	22	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC06	8	40.4	5.1	11/07/2014	195	0.156	24.3	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC16	10	47.9	4.8	11/07/2014	195	0.156	24.4	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC24	10	45.2	4.5	16/07/2014	200	0.156	24.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC26	9	41.8	4.6	16/07/2014	200	0.156	24.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC01	9	45.8	5.1	17/07/2014	201	0.156	24.8	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC02	9	58.3	6.5	21/07/2014	205	0.156	25.6	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC36	8	41.4	5.2	21/07/2014	205	0.156	25	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC09	7	37.1	5.3	22/07/2014	206	0.156	25.6	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC29	8	41.4	5.2	23/07/2014	207	0.156	25	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC30	8	40.5	5.1	12/08/2014	227	0.152	26.5	19.28	Spring/Summer
Symphodus_ocellatus	AGUAMARGA	ESC28	8	40.8	5.1	20/08/2014	235	0.152	26	19.28	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA28	12	48.5	4	15/06/2014	169	0.232	20	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA27	11	51.5	4.7	21/06/2014	175	0.228	20.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA39	12	52.6	4.4	23/06/2014	177	0.223	20.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA25	11	47.6	4.3	29/06/2014	183	0.213	20.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA02	14	52.8	3.8	01/07/2014	185	0.209	21.1	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA12	9	41.2	4.6	03/07/2014	187	0.209	21	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA33	9	46.4	5.2	04/07/2014	188	0.209	21	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA36	11	43.2	3.9	04/07/2014	188	0.209	21.1	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA10	10	49	4.9	05/07/2014	189	0.209	21.1	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA35	9	46.4	5.2	06/07/2014	190	0.209	21.1	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA37	10	46.1	4.6	06/07/2014	190	0.209	21.2	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA04	10	41.7	4.2	09/07/2014	193	0.209	21.5	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA06	9	37.5	4.2	11/07/2014	195	0.209	21.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA34	11	46.6	4.2	11/07/2014	195	0.209	21.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA22	10	51.6	5.2	13/07/2014	197	0.209	21.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA11	11	56.5	5.1	14/07/2014	198	0.209	21.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA29	10	48.8	4.9	14/07/2014	198	0.209	21.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA44	9	42.3	4.7	14/07/2014	198	0.209	22	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA20	9	47.5	5.3	15/07/2014	199	0.209	21.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA32	8	37.9	4.7	16/07/2014	200	0.209	21.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA40	12	47.7	4	16/07/2014	200	0.209	21.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA43	9	48.8	5.4	16/07/2014	200	0.209	21.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA07	11	50.2	4.6	18/07/2014	202	0.209	21.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA23	9	39.9	4.4	20/07/2014	204	0.209	21.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA41	8	43.2	5.4	20/07/2014	204	0.209	21.6	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA45	10	43	4.3	20/07/2014	204	0.209	21.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA08	11	52.7	4.8	23/07/2014	207	0.212	22	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA05	11	39.5	3.6	25/07/2014	209	0.215	22.3	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA14	11	47.4	4.3	27/07/2014	211	0.217	22.6	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA13	11	52.5	4.8	28/07/2014	212	0.218	22.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA09	11	45	4.1	29/07/2014	213	0.219	22.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA19	11	55.2	5	29/07/2014	213	0.219	22.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA46	10	53	5.3	29/07/2014	213	0.219	22.8	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA16	10	54.8	5.5	30/07/2014	214	0.22	22.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA01	10	52.6	5.3	31/07/2014	215	0.221	22.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA15	11	51.8	4.7	31/07/2014	215	0.221	22.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA17	11	55.3	5	31/07/2014	215	0.221	22.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA24	11	56.7	5.2	31/07/2014	215	0.221	22.9	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA38	11	51.3	4.7	01/08/2014	216	0.222	23	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA30	NA	50.2	NA	04/08/2014	219	NA	NA	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA31	9	50.6	5.6	07/08/2014	222	0.222	22.6	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA26	10	44.6	4.5	09/08/2014	224	0.222	22.2	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA03	NA	NA	NA	10/08/2014	225	NA	NA	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA18	11	48.5	4.4	13/08/2014	228	0.222	21.7	17.68	Spring/Summer
Symphodus_ocellatus	COLERA	TUNA21	10	42.7	4.3	16/08/2014	231	0.222	21.8	17.68	Spring/Summer
Symphodus_ocellatus	BLANES	BLA26	9	52.3	5.8	15/06/2014	169	0.186	20.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA41	10	56.2	5.6	20/06/2014	174	0.186	21.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA03	10	57.1	5.7	22/06/2014	176	0.181	21.6	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA13	8	44.7	5.6	23/06/2014	177	0.183	21.6	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA27	9	47.8	5.3	23/06/2014	177	0.18	21.7	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA16	8	53	6.6	24/06/2014	178	0.18	21.7	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA05	8	50.9	6.4	26/06/2014	180	0.174	22	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA12	8	46	5.8	29/06/2014	183	0.164	22	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA31	10	56.5	5.7	29/06/2014	183	0.163	22	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA06	10	55.2	5.5	02/07/2014	186	0.158	21.8	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA10	10	50	5	02/07/2014	186	0.158	21.8	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA14	11	52	4.7	02/07/2014	186	0.158	21.9	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA22	8	47.7	6	02/07/2014	186	0.158	22	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA24	10	46.3	4.6	02/07/2014	186	0.158	21.8	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA08	8	38.3	4.8	04/07/2014	188	0.158	21.8	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA07	10	46.8	4.7	05/07/2014	189	0.158	22	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA23	9	44.1	4.9	05/07/2014	189	0.158	21.9	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA29	9	51.6	5.7	05/07/2014	189	0.158	21.9	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA33	10	52.7	5.3	05/07/2014	189	0.158	22	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA32	10	50	5	07/07/2014	191	0.158	22.2	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA37	9	40.6	4.5	07/07/2014	191	0.158	22.1	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA39	10	48.8	4.9	07/07/2014	191	0.158	22.2	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA04	10	47	4.7	10/07/2014	194	0.158	22.5	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA19	9	40	4.4	10/07/2014	194	0.158	22.4	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA02	9	NA	NA	14/07/2014	198	0.158	23	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA09	8	50.2	6.3	14/07/2014	198	0.158	23	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA18	8	45	5.6	16/07/2014	200	0.158	23.1	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA36	10	50.5	5.1	17/07/2014	201	0.158	24.5	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA01	10	52.3	5.2	19/07/2014	203	0.158	23.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA20	9	46.8	5.2	20/07/2014	204	0.158	23.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA15	9	48.5	5.4	21/07/2014	205	0.158	23.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA34	12	71.5	6	21/07/2014	205	0.16	23.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA38	11	41.2	3.7	21/07/2014	205	0.159	23.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA40	10	48.5	4.9	22/07/2014	206	0.159	23.3	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA17	10	50.8	5.1	23/07/2014	207	0.16	23.4	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA11	9	44.3	4.9	26/07/2014	210	0.162	23.5	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA25	9	40.9	4.5	26/07/2014	210	0.162	23.5	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA30	8	39.9	5	27/07/2014	211	0.163	23.5	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA35	9	45.9	5.1	28/07/2014	212	0.165	23.4	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA21	9	48.3	5.4	01/08/2014	216	0.169	23.6	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA28	9	49.2	5.5	12/08/2014	227	0.169	24.7	18.37	Spring/Summer
Symphodus_ocellatus	BLANES	BLA42	10	44.7	4.5	18/10/2014	294	0.264	NA	18.37	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL24	9	40	4.4	24/05/2014	147	0.227	19.3	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL27	11	40.8	3.7	08/06/2014	162	0.16	21.7	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL19	9	39.4	4.4	15/06/2014	169	0.16	25.3	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL40	8	41.1	5.1	15/06/2014	169	0.16	22.7	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL34	8	NA	NA	19/06/2014	173	0.16	22.9	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL37	9	42.6	4.7	20/06/2014	174	0.16	23.2	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL35	8	44.8	5.6	22/06/2014	176	0.16	23.3	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL42	8	36	4.5	22/06/2014	176	0.16	23.3	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL41	10	40.7	4.1	25/06/2014	179	0.16	23.5	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL09	9	47.1	5.2	26/06/2014	180	0.16	23.5	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL20	9	45.2	5	26/06/2014	180	0.16	23.5	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL12	9	39.8	4.4	27/06/2014	181	0.16	23.5	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL32	8	42.6	5.3	27/06/2014	181	0.16	23.6	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL21	9	43.5	4.8	28/06/2014	182	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL36	9	43	4.8	28/06/2014	182	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL39	9	51.3	5.7	28/06/2014	182	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL43	10	42.6	4.3	28/06/2014	182	0.16	23.5	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL13	8	33.7	4.2	29/06/2014	183	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL45	8	34.3	4.3	29/06/2014	183	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL08	8	41.8	5.2	30/06/2014	184	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL33	10	40.7	4.1	30/06/2014	184	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL38	8	44.9	5.6	30/06/2014	184	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL16	9	43.2	4.8	02/07/2014	186	0.16	23.3	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL14	7	46.6	6.7	04/07/2014	188	0.16	23.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL15	9	NA	NA	05/07/2014	189	0.16	23.8	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL18	9	40.4	4.5	12/07/2014	196	0.16	25.2	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL10	8	39.4	4.9	14/07/2014	198	0.16	25.4	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL46	7	39.7	5.7	17/07/2014	201	0.16	25.3	19.61	Spring/Summer
Symphodus_ocellatus	CABO_PALOS	PAL07	8	40	5	01/08/2014	216	0.236	26.5	19.61	Spring/Summer
Symphodus_ocellatus	COLERA	PS13	10	44.8	4.5	24/06/2014	178	0.224	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS28	9	39.1	4.3	24/06/2014	178	0.225	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS27	11	40.6	3.7	28/06/2014	182	0.215	21.9	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS08	12	48.2	4	29/06/2014	183	0.213	21.9	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS09	9	43.5	4.8	01/07/2014	185	0.209	22	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS10	9	46.8	5.2	01/07/2014	185	0.209	22	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS12	11	38.9	3.5	01/07/2014	185	0.209	21.9	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS21	9	39.4	4.4	02/07/2014	186	0.209	21.8	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS25	11	NA	NA	02/07/2014	186	0.209	21.8	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS32	10	39.1	3.9	02/07/2014	186	0.209	21.8	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS23	12	45.6	3.8	03/07/2014	187	0.209	21.7	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS34	11	48.5	4.4	03/07/2014	187	0.209	21.7	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS35	9	42.9	4.8	03/07/2014	187	0.209	21.8	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS19	10	49.3	4.9	06/07/2014	190	0.209	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS18	11	43.6	4	07/07/2014	191	0.209	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS29	10	47.4	4.7	07/07/2014	191	0.209	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS30	10	43	4.3	07/07/2014	191	0.209	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS33	10	54.7	5.5	08/07/2014	192	0.209	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS02	10	51.7	5.2	10/07/2014	194	0.209	21.5	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS03	9	50.2	5.6	10/07/2014	194	0.209	21.4	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS11	12	44.7	3.7	10/07/2014	194	0.209	21.6	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS22	11	43.6	4	10/07/2014	194	0.209	21.5	17.15	Spring/Summer
Symphodus_ocellatus	COLERA	PS24	9	47	5.2	10/07/2014	194	0.209	21.5	17.15	Spring/Summer
